Product_ID,In_Stock_Quantity,Avg_Lead_Time_in_Days,Max_Lead_Time_in_Days,Price_Per_Unit,annual_sales_quantity,annual_Revenue,Revenue_Percent,cumulative_sum,ABC_Analysis,value_in_Inventory,ABC_rank,average_weekly_demand,SD_Weekly_Demand,Coff_Var,Coff_rank,XYZ_Analysis,peak_weekly_demand,Safety_Stock,Reorder_Point,Reorder_Time,Inventory_Status
1712XX,17.00000,15,21.00000,30.00000,895.41884,26862.5652000000,0.00645052563612,99.76324323991458,"C[Low Value]",510.0000000000,239,16.894695094,14.00975459830388,0.8292398602256705,61,"Y [Variable Demand]",56.46910,133.20438194142860,399.61314582428580000000000,"Yes [Reorder]","Below Reorder point"
1716XX,22.00000,15,21.00000,140.00000,32.00000,4480.0000000000,0.00107578537770,99.99785019780700,"C[Low Value]",3080.0000000000,285,0.603773584,1.7627125606228924,2.9194926829109042,223,"Z [Uncertain Demand]",11.00000,31.70619946285710,95.11859838857130000000000,"Yes [Reorder]","Below Reorder point"
1741YX,21.00000,30,41.00000,1450.00000,404.63212,586716.5740000000,0.14088864088531,92.30143346083834,"C[Low Value]",30450.0000000000,100,7.634568301,6.638683144336183,0.8695557996994575,74,"Y [Variable Demand]",27.65077,129.23493156319279,756.94745628023849406240103,"Yes [Reorder]","Below Reorder point"
1745YX,21.00000,15,20.00000,175.00000,496.55299,86896.7732500000,0.02086657991787,99.30348867118661,"C[Low Value]",3675.0000000000,200,9.368924339,7.2278124034991045,0.7714666211372747,31,"X [Uniform Demand]",27.78818,59.31853355531596,169.48152443528580949209772,"Yes [Reorder]","Below Reorder point"
1764XX,16.00000,15,23.00000,325.00000,760.39286,247127.6795000000,0.05934293393576,97.75155605417385,"C[Low Value]",5200.0000000000,160,14.347035094,10.257648180617014,0.7149664103705171,12,"X [Uniform Demand]",40.59954,102.65484191242890,337.29448049608435577683650,"Yes [Reorder]","Below Reorder point"
1766ZX,11.00000,15,24.00000,30.00000,927.83976,27835.1928000000,0.00668408334818,99.72413554488288,"C[Low Value]",330.0000000000,233,17.506410566,13.923055770160845,0.7953118497747018,46,"X [Uniform Demand]",65.25187,186.20696017842746,638.42386336249017132661288,"Yes [Reorder]","Below Reorder point"
1767ZX,14.00000,15,21.00000,30.00000,805.45016,24163.5048000000,0.00580239846829,99.92444149460633,"C[Low Value]",420.0000000000,265,15.197172830,11.022280032275512,0.7252849036839909,13,"X [Uniform Demand]",41.20105,91.03777965000000,273.11333895000000000000000,"Yes [Reorder]","Below Reorder point"
1798XX,13.00000,15,22.00000,375.00000,580.71857,217769.4637500000,0.05229312607429,98.03307698127167,"C[Low Value]",4875.0000000000,165,10.956954150,9.162782164732981,0.836252670157699,65,"Y [Variable Demand]",39.76419,101.49398107305928,318.98108328547718193737776,"Yes [Reorder]","Below Reorder point"
1801XX,15.00000,30,46.00000,1250.00000,1334.79448,1668493.1000000000,0.40065635709401,82.55854661799664,"B[Medium Value]",18750.0000000000,57,25.184801509,19.186331482963006,0.7618218263942486,26,"X [Uniform Demand]",66.71196,330.45801636140916,2171.58125023334961584511036,"Yes [Reorder]","Below Reorder point"
1811ZX,15.00000,30,42.00000,30.00000,939.65941,28189.7823000000,0.00676923116050,99.71075224606453,"C[Low Value]",450.0000000000,231,17.729422830,13.739475450490243,0.7749533406830166,34,"X [Uniform Demand]",50.84443,229.08333930000000,1374.50003580000000000000000,"Yes [Reorder]","Below Reorder point"
1819XX,15.00000,30,40.00000,30.00000,799.14963,23974.4889000000,0.00575700995459,99.93598075669078,"C[Low Value]",450.0000000000,267,15.078294905,11.81070700579673,0.7832919491367867,41,"X [Uniform Demand]",42.45885,178.00073610929750,1017.14706343084264682591500,"Yes [Reorder]","Below Reorder point"
1826XX,15.00000,60,82.00000,30.00000,966.36999,28991.0997000000,0.00696165204037,99.70398301490403,"C[Low Value]",450.0000000000,230,18.233396037,13.457697118655522,0.738079570659606,19,"X [Uniform Demand]",44.04877,359.71362538455748,4213.78818297346944417584072,"Yes [Reorder]","Below Reorder point"
1827XX,15.00000,30,48.00000,30.00000,876.60093,26298.0279000000,0.00631496291904,99.81418542176228,"C[Low Value]",450.0000000000,247,16.539640188,12.07722809183082,0.7301989616795417,18,"X [Uniform Demand]",53.35713,294.99329061523471,2022.81113560518182705496647,"Yes [Reorder]","Below Reorder point"
1830XX,26.00000,30,44.00000,30.00000,854.36613,25630.9839000000,0.00615478519996,99.86407358835827,"C[Low Value]",780.0000000000,255,16.120115660,12.57280081410174,0.7799448266552784,38,"X [Uniform Demand]",49.27203,240.62369285051995,1512.49178345996561939248575,"Yes [Reorder]","Below Reorder point"
1842YX,6.00000,30,41.00000,6548.29000,157.99455,1034594.1318195000,0.24843777653359,87.29597057695402,"B[Medium Value]",39289.7400000000,72,2.981029245,2.327265596097825,0.7806919707350355,39,"X [Uniform Demand]",9.42244,42.41273752008248,248.41746261156699178284536,"Yes [Reorder]","Below Reorder point"
1851ZX,6.00000,60,81.00000,30.00000,873.42556,26202.7668000000,0.00629208780778,99.83306955597243,"C[Low Value]",180.0000000000,250,16.479727547,12.82381848204906,0.7781571901280329,37,"X [Uniform Demand]",45.53727,385.67645957762687,4462.82760351867815589530277,"Yes [Reorder]","Below Reorder point"
1857XX,8.00000,60,89.00000,30.00000,888.73543,26662.0629000000,0.00640237888555,99.77606969221854,"C[Low Value]",240.0000000000,241,16.768593018,11.679646935593846,0.6965191965155634,9,"X [Uniform Demand]",44.03581,416.15307269027544,5291.08906694317257351706416,"Yes [Reorder]","Below Reorder point"
1872ZX,6.00000,60,89.00000,16000.00000,4.00000,64000.0000000000,0.01536836253864,99.48426440572842,"C[Low Value]",96000.0000000000,210,0.075471698,0.42776543580206167,5.667892032879155,275,"Z [Uncertain Demand]",3.00000,37.49595687342860,476.73430880859335517902040,"Yes [Reorder]","Below Reorder point"
1876XX,5.00000,30,40.00000,22919.00000,198.97521,4560312.8379900000,1.09507095287245,60.81402825410398,"A [High Value]",114595.0000000000,24,3.754249245,2.9054662865610448,0.7739140629596224,33,"X [Uniform Demand]",11.53250,49.81036037527640,284.63063070163361132134960,"Yes [Reorder]","Below Reorder point"
1882ZX,6.00000,60,87.00000,19950.00000,14.00000,279300.0000000000,0.06706849464128,97.12163737824099,"C[Low Value]",119700.0000000000,150,0.264150943,0.6189139421455367,2.3430313559226503,206,"Z [Uncertain Demand]",3.00000,35.02156334400000,435.26800154113053523200000,"Yes [Reorder]","Below Reorder point"
1902YX,6.00000,60,79.00000,30.00000,845.86043,25375.8129000000,0.00609351081812,99.88240107466610,"C[Low Value]",180.0000000000,258,15.959630754,11.605634988177215,0.7271869360303631,16,"X [Uniform Demand]",46.74993,390.80951778946435,4410.56455763051943729323975,"Yes [Reorder]","Below Reorder point"
1906ZX,32.00000,30,46.00000,1893.75000,127.00000,240506.2500000000,0.05775292566888,97.86799830968645,"C[Low Value]",60600.0000000000,162,2.452830188,2.8454932107937894,1.1600856939525686,112,"Y [Variable Demand]",13.00000,74.91644204585710,492.30804769781103912320410,"Yes [Reorder]","Below Reorder point"
1907XX,30.00000,60,89.00000,6617.42000,137.00000,906586.5400000000,0.21769922842765,87.96416459709851,"B[Medium Value]",198522.6000000000,75,2.603773584,5.014468209135871,1.9258464867872596,181,"Z [Uncertain Demand]",35.00000,422.68194069857140,5374.09896018964153122897960,"Yes [Reorder]","Below Reorder point"
1908XX,22.00000,120,157.00000,27809.10000,67.00000,1863209.7000000000,0.44741378367356,80.44199500832433,"B[Medium Value]",611800.2000000000,52,1.264150943,1.695175656242732,1.3409598478958948,132,"Y [Variable Demand]",11.00000,225.04312668514290,5047.39584123818039903706120,"Yes [Reorder]","Below Reorder point"
1921XX,4.00000,90,142.00000,50000.00000,102.00000,5100000.0000000000,1.22466638979774,58.58348996710704,"A [High Value]",200000.0000000000,22,1.962264150,7.203149898379608,3.6708360076698177,243,"Z [Uncertain Demand]",52.00000,1029.62803232000000,20886.74008347026569120000000,"Yes [Reorder]","Below Reorder point"
1945XX,31.00000,15,23.00000,965.00000,82.00000,79130.0000000000,0.01900153949504,99.34253317525759,"C[Low Value]",29915.0000000000,202,1.566037735,5.84552541003208,3.732684902405675,247,"Z [Uncertain Demand]",43.00000,137.92991910857140,453.19830554392751492244900,"Yes [Reorder]","Below Reorder point"
1947ZX,16.00000,30,47.00000,30.00000,865.74295,25972.2885000000,0.00623674290041,99.83930629887284,"C[Low Value]",480.0000000000,251,16.334772641,13.550859360407234,0.8295713480819934,62,"Y [Variable Demand]",58.49108,322.71965437900252,2166.83196502395416160599928,"Yes [Reorder]","Below Reorder point"
1953XX,38.00000,30,40.00000,947.56000,123.00000,116549.8800000000,0.02798720015117,99.08200833814522,"C[Low Value]",36007.2800000000,191,2.320754716,8.33671937853494,3.592244936984948,240,"Z [Uncertain Demand]",62.00000,344.33962262800000,1967.65498634733153639200000,"Yes [Reorder]","Below Reorder point"
1956XX,3.00000,60,90.00000,573.09000,79.00000,45274.1100000000,0.01087170212647,99.64872611607324,"C[Low Value]",1719.2700000000,223,1.490566037,2.5816671628966117,1.7320045531780834,165,"Z [Uncertain Demand]",18.00000,218.65229110885710,2811.24374279692667269873470,"Yes [Reorder]","Below Reorder point"
1956ZX,12.00000,60,92.00000,1250.00000,144.00000,180000.0000000000,0.04322351963992,98.51279384759929,"C[Low Value]",15000.0000000000,175,2.773584905,2.872389771167557,1.0356235231845399,99,"Y [Variable Demand]",14.00000,160.22641508800000,2105.83288387637735849600000,"Yes [Reorder]","Below Reorder point"
1964YX,21840.00000,60,96.00000,99.12769,47701.50000,4728539.5045350000,1.13546733412449,59.71895730123153,"A [High Value]",2164948.7496000000,23,900.028301886,1348.681789731633,1.4984881996549266,145,"Y [Variable Demand]",6290.00000,78548.32883918000000,1077234.22405774047747452000000,"Yes [Reorder]","Below Reorder point"
1967YX,4191.00000,120,163.00000,178.65000,54622.00000,9758220.3000000000,2.34324792659844,36.85004906484683,"A [High Value]",748722.1500000000,10,1030.981132075,2223.4256608790233,2.1566113983134247,194,"Z [Uncertain Demand]",15006.50000,331763.10915370964290,7725340.97005655089241877882650,"Yes [Reorder]","Below Reorder point"
1970ZX,791.00000,60,96.00000,244.92800,14075.50000,3447484.0640000000,0.82784663971454,67.28541031235560,"A [High Value]",193738.0480000000,31,270.481132075,427.5540980033675,1.580716905180705,154,"Z [Uncertain Demand]",2891.00000,37329.59029567400000,511948.66690143497420123600000,"Yes [Reorder]","Below Reorder point"
1971XX,1891.00000,120,177.00000,321.94690,7998.00000,2574931.3062000000,0.61831996602767,75.27994494232449,"B[Medium Value]",608801.5879000000,42,150.924528301,266.24733847950296,1.764109131078456,168,"Z [Uncertain Demand]",1390.00000,32559.86522813285710,823299.44931667376865133367350,"Yes [Reorder]","Below Reorder point"
1979XX,1257.00000,60,94.00000,278.63800,2966.00000,826440.3080000000,0.19845366046700,89.20641686839375,"B[Medium Value]",350247.9660000000,81,56.245283018,127.62668965272253,2.2691092088891893,201,"Z [Uncertain Demand]",620.00000,7843.61185949142860,105328.50210868854870886204080,"Yes [Reorder]","Below Reorder point"
1990XX,2168.00000,60,79.00000,545.84500,6309.50000,3444009.0275000000,0.82701217689005,68.11242248924565,"A [High Value]",1183391.9600000000,32,119.349056603,226.89958266228155,1.9011426576837989,177,"Z [Uncertain Demand]",1272.50000,13338.07951392250000,150529.75450474101463291250000,"Yes [Reorder]","Below Reorder point"
1992XX,2715.00000,60,92.00000,586.39160,4099.00000,2403619.1684000000,0.57718266851237,77.05165174410296,"B[Medium Value]",1592053.1940000000,45,77.339622641,154.085395754313,1.9923215357483242,186,"Z [Uncertain Demand]",640.00000,7748.51751967142860,101837.65882332576086885306120,"Yes [Reorder]","Below Reorder point"
1993XX,21334.00000,60,94.00000,83.75125,79150.50000,6628953.3131250000,1.59181496512207,52.88082766284898,"A [High Value]",1786749.1675000000,18,1507.462264150,1697.8628987949262,1.1263054068900926,106,"Y [Variable Demand]",6947.50000,80373.89487474428570,1079306.58827206675375728897960,"Yes [Reorder]","Below Reorder point"
1994XX,4317.00000,60,91.00000,450.53667,5455.50000,2457902.8031850000,0.59021783381379,76.47446907559059,"B[Medium Value]",1944966.8043900000,44,127.084905660,305.3019497593782,2.402346275301773,210,"Z [Uncertain Demand]",1280.00000,15550.70080862857140,202159.11051217142820000000000,"Yes [Reorder]","Below Reorder point"
1995XX,914.00000,120,160.00000,100.57182,3693.00000,371411.7312600000,0.08918734589230,95.45132289776941,"C[Low Value]",91922.6434800000,128,69.679245283,160.6754344310887,2.3059296032629315,204,"Z [Uncertain Demand]",920.00000,19834.07008073142860,453350.17327102778655989551020,"Yes [Reorder]","Below Reorder point"
2013XX,3371.00000,120,189.00000,143.84020,12949.50000,1862658.6699000000,0.44728146444939,80.88927647277372,"B[Medium Value]",484885.3142000000,53,248.292452830,254.6603441575395,1.02564673736539,96,"Y [Variable Demand]",1292.50000,30641.05795148571430,827308.56469011428610000000000,"Yes [Reorder]","Below Reorder point"
2016ZX,2521.00000,60,86.00000,267.32395,12744.50000,3406910.0807750000,0.81810358215456,69.75065837807865,"A [High Value]",673923.6779500000,34,244.707547169,377.6711461841126,1.5433571647190973,148,"Z [Uncertain Demand]",2176.50000,24642.36387985392860,302749.04193488943431439005100,"Yes [Reorder]","Below Reorder point"
2021ZX,7873.00000,60,86.00000,295.27467,7798.00000,2302551.8766600000,0.55291331257083,77.60456505667379,"B[Medium Value]",2324697.4769100000,46,147.132075471,625.8356839544921,4.253563894555715,258,"Z [Uncertain Demand]",4080.00000,48864.58220733428570,600336.29565520366559476122450,"Yes [Reorder]","Below Reorder point"
2025XX,2727.00000,60,80.00000,442.80500,4468.00000,1978452.7400000000,0.47508717146691,78.59709633679705,"B[Medium Value]",1207529.2350000000,48,85.566037735,344.2701609960193,4.023443998449852,254,"Z [Uncertain Demand]",2542.00000,28318.00538939028570,323634.34729113583349177697960,"Yes [Reorder]","Below Reorder point"
2039ZX,1252.00000,120,164.00000,449.75000,1255.00000,564436.2500000000,0.13553845187421,92.57495877239985,"C[Low Value]",563087.0000000000,102,23.679245283,146.30670467682836,6.178689520221579,280,"Z [Uncertain Demand]",1078.00000,24850.07008024685710,582201.64186586918343985893880,"Yes [Reorder]","Below Reorder point"
2041ZX,1256.00000,60,82.00000,648.42000,1660.20000,1076506.8840000000,0.25850231357269,87.04753280042043,"B[Medium Value]",814415.5200000000,71,31.947169811,163.15503057345182,5.107026116512974,269,"Z [Uncertain Demand]",1205.00000,13841.88140127571430,162147.75355384640139963551020,"Yes [Reorder]","Below Reorder point"
2044ZX,1711.00000,120,166.00000,740.82000,2286.00000,1693514.5200000000,0.40666476730950,82.15789026090263,"B[Medium Value]",1267543.0200000000,56,43.188679245,159.74532285399567,3.698777680785169,245,"Z [Uncertain Demand]",1026.00000,23590.47978407828570,559431.37772997349523312048980,"Yes [Reorder]","Below Reorder point"
2053YX,115.00000,60,89.00000,1212.86889,264.00000,320197.3869600000,0.07688921135509,96.19188906245690,"C[Low Value]",139479.9223500000,137,5.075471698,8.370769123616846,1.649259344095124,162,"Z [Uncertain Demand]",52.00000,617.63881400228570,7852.83634928116423885648980,"Yes [Reorder]","Below Reorder point"
2054XX,131.00000,120,191.00000,751.83000,353.00000,265395.9900000000,0.06372971547845,97.50965619477825,"C[Low Value]",98489.7300000000,156,6.660377358,20.69266882868972,3.1068312974542005,227,"Z [Uncertain Demand]",131.00000,3460.25067376928570,94415.41123894747361873622450,"Yes [Reorder]","Below Reorder point"
2054ZX,219.00000,120,174.00000,904.00000,80.00000,72320.0000000000,0.01736624966866,99.45266561156499,"C[Low Value]",197976.0000000000,208,1.509433962,3.025817472636856,2.004604075972723,188,"Z [Uncertain Demand]",13.00000,297.26684636385710,7389.20446671626693623373470,"Yes [Reorder]","Below Reorder point"
2060XX,396.00000,120,175.00000,1101.15000,262.00000,288501.3000000000,0.06927800892607,96.91854926974040,"C[Low Value]",436055.4000000000,147,4.962264150,7.775050237418096,1.5668352192452504,151,"Z [Uncertain Demand]",46.00000,1064.93261457142860,26623.31536428571500000000000,"Yes [Reorder]","Below Reorder point"
2066XX,327.00000,120,187.00000,1550.95000,398.00000,617278.1000000000,0.14822740043690,91.72627133594029,"C[Low Value]",507160.6500000000,96,7.509433962,41.52954058485399,5.530315706217803,273,"Z [Uncertain Demand]",306.00000,8045.83827484971430,214938.82248297212822147151020,"Yes [Reorder]","Below Reorder point"
2078ZX,338.00000,60,93.00000,1129.24000,371.00000,418948.0400000000,0.10060227130581,94.79514038373375,"C[Low Value]",381683.1200000000,121,7.000000000,46.769204510725196,6.681314930103599,285,"Z [Uncertain Demand]",344.00000,4510.28571404000000,59922.36734045265306140000000,"Yes [Reorder]","Below Reorder point"
2096XX,172.00000,120,163.00000,30.00000,842.56388,25276.9164000000,0.00606976273584,99.89456347784246,"C[Low Value]",5160.0000000000,260,15.897431698,11.605551342364866,0.7300268095396139,17,"X [Uniform Demand]",37.83711,608.53673229297345,14170.21248010171266979073325,"Yes [Reorder]","Below Reorder point"
2096YX,138.00000,60,84.00000,1524.57667,333.00000,507684.0311100000,0.12191050383087,93.71468657815429,"C[Low Value]",210391.5804600000,111,6.283018867,25.339489174826575,4.03301179118146,255,"Z [Uncertain Demand]",187.00000,2190.14555256857140,26281.74663082285680000000000,"Yes [Reorder]","Below Reorder point"
2115ZX,68.00000,60,88.00000,1912.27000,158.00000,302138.6600000000,0.07255275724716,96.56307848161956,"C[Low Value]",130034.3600000000,142,2.981132075,7.567284515915881,2.53839290763925,213,"Z [Uncertain Demand]",45.00000,540.16172505214290,6790.60454328115571783479590,"Yes [Reorder]","Below Reorder point"
2117YX,372.00000,120,168.00000,2424.00000,5589.34154,13548563.8929600000,3.25342565288929,23.86197852293630,"A [High Value]",901728.0000000000,5,105.459274339,82.02425320059149,0.7777813161972233,36,"X [Uniform Demand]",315.79242,5771.14480561714290,138507.47533481142960000000000,"Yes [Reorder]","Below Reorder point"
2139YX,354.00000,120,176.00000,2032.85000,103.00000,209383.5500000000,0.05027941103167,98.13556219606448,"C[Low Value]",719628.9000000000,167,1.943396226,7.248721668276186,3.729924742725206,246,"Z [Uncertain Demand]",43.00000,1047.82749323171430,26345.37697178496454865853060,"Yes [Reorder]","Below Reorder point"
2142ZX,343.00000,60,91.00000,2956.00000,127.00000,375412.0000000000,0.09014793308368,95.27281005431338,"C[Low Value]",1013908.0000000000,126,2.471698113,8.89902215019263,3.6003677404565915,241,"Z [Uncertain Demand]",48.00000,602.81401617428570,7836.58221026571410000000000,"Yes [Reorder]","Below Reorder point"
2143XX,196.00000,120,192.00000,30.00000,802.65358,24079.6074000000,0.00578225212986,99.93022374673619,"C[Low Value]",5880.0000000000,266,15.144407169,12.966727865355917,0.8562057081969041,71,"Y [Variable Demand]",56.06117,1278.05939707082216,35055.34346178365959024524448,"Yes [Reorder]","Below Reorder point"
2170YX,372.00000,120,171.00000,305.19000,1085.00000,331131.1500000000,0.07951474314119,96.03781199811430,"C[Low Value]",113530.6800000000,135,20.584905660,72.23714456690394,3.5092288378699297,238,"Z [Uncertain Demand]",430.00000,10151.40161701142860,247984.23949547838344742204080,"Yes [Reorder]","Below Reorder point"
2173ZX,340.00000,60,92.00000,444.94000,887.00000,394661.7800000000,0.09477039554976,95.08842332214277,"C[Low Value]",151279.6000000000,124,16.981132075,49.76339890337594,2.930511268835764,225,"Z [Uncertain Demand]",350.00000,4454.44743905714290,58544.16633807578030937959180,"Yes [Reorder]","Below Reorder point"
2189ZX,641.00000,60,95.00000,299.80500,1160.00000,347773.8000000000,0.08351115374750,95.87658836546782,"C[Low Value]",192175.0050000000,133,22.188679245,102.09356725873623,4.601155667331665,262,"Z [Uncertain Demand]",753.00000,10029.09703472014290,136109.17403833232634226279590,"Yes [Reorder]","Below Reorder point"
2200ZX,71.00000,60,89.00000,448.00000,876.00000,392448.0000000000,0.09423879908693,95.18266212122970,"C[Low Value]",31808.0000000000,125,16.528301886,65.4146725718508,3.9577370393542433,250,"Z [Uncertain Demand]",471.00000,5846.75741227114290,74337.34424006260046792253060,"Yes [Reorder]","Below Reorder point"
2212XX,118.00000,120,180.00000,747.40500,627.00000,468622.9350000000,0.11253073685939,94.06378559264792,"C[Low Value]",88193.7900000000,114,12.018867924,28.163599259446706,2.3432821990836534,207,"Z [Uncertain Demand]",204.00000,5039.67654981600000,129591.68270811437812862400000,"Yes [Reorder]","Below Reorder point"
2212ZX,88.00000,60,87.00000,884.36000,224.00000,198096.6400000000,0.04756907783135,98.28306389048782,"C[Low Value]",77823.6800000000,170,4.264150943,6.20757584440243,1.4557589370969015,140,"Y [Variable Demand]",34.00000,386.02156332628570,4797.69657254896709238497960,"Yes [Reorder]","Below Reorder point"
2220YX,107.00000,120,183.00000,752.00000,75.00000,56400.0000000000,0.01354336948718,99.52546480338703,"C[Low Value]",80464.0000000000,213,1.415094339,3.2472569687797597,2.2947282589473774,203,"Z [Uncertain Demand]",18.00000,446.31266845885710,11667.88833218471046989240820,"Yes [Reorder]","Below Reorder point"
2223XX,150.00000,60,93.00000,918.70000,214.00000,196601.8000000000,0.04721012090858,98.42509954094676,"C[Low Value]",137805.0000000000,173,4.037735849,20.384013588299045,5.048377197172872,268,"Z [Uncertain Demand]",150.00000,1958.24797833000000,26016.72313927125144405000000,"Yes [Reorder]","Below Reorder point"
2227XX,160.00000,60,80.00000,751.63500,330.00000,248039.5500000000,0.05956190200501,97.69221312023809,"C[Low Value]",120261.6000000000,159,6.698113207,8.896861659226271,1.3282638534577804,131,"Y [Variable Demand]",49.00000,502.58760105485710,5743.85829748260251368293880,"Yes [Reorder]","Below Reorder point"
2229XX,48.00000,120,192.00000,1054.24333,257.00000,270940.5358100000,0.06506113094908,97.25209029146531,"C[Low Value]",50603.6798400000,152,4.867924528,9.796105764294678,2.0123783160457984,189,"Z [Uncertain Demand]",68.00000,1781.69272233828570,48869.28609740344050152097960,"Yes [Reorder]","Below Reorder point"
2229ZX,107.00000,60,80.00000,751.00000,90.00000,67590.0000000000,0.01623043162479,99.46889604318978,"C[Low Value]",80357.0000000000,209,1.698113207,3.574463441251628,2.1049618049708907,192,"Z [Uncertain Demand]",16.00000,168.30188678800000,1923.45013462382749326400000,"Yes [Reorder]","Below Reorder point"
2234XX,142.00000,60,83.00000,903.00000,198.00000,178794.0000000000,0.04293392205833,98.59881554583411,"C[Low Value]",128226.0000000000,177,3.735849056,20.411013437899687,5.463554102947056,270,"Z [Uncertain Demand]",150.00000,1746.54986521285710,20709.09125870294134782673470,"Yes [Reorder]","Below Reorder point"
2236ZX,109.00000,120,159.00000,1617.33500,230.00000,371987.0500000000,0.08932549756373,95.36213555187711,"C[Low Value]",176289.5150000000,127,4.339622641,11.275191327877415,2.5981962628158883,215,"Z [Uncertain Demand]",50.00000,1061.32075471142860,24107.14285671350084151102040,"Yes [Reorder]","Below Reorder point"
2255ZX,49.00000,60,88.00000,1712.56500,176.00000,301411.4400000000,0.07237812942520,96.63545661104476,"C[Low Value]",83915.6850000000,143,3.320754716,11.097804618704124,3.341952528210796,234,"Z [Uncertain Demand]",73.00000,889.25067383157140,11179.15132778721873978646940,"Yes [Reorder]","Below Reorder point"
2265YX,61.00000,120,184.00000,1691.46333,180.00000,304463.3994000000,0.07311099846446,96.49052572437240,"C[Low Value]",103179.2631300000,141,3.396226415,9.951466418235276,2.9301540010062244,224,"Z [Uncertain Demand]",55.00000,1387.49326141785710,36471.25144199260572755867350,"Yes [Reorder]","Below Reorder point"
